,Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,EngineL,CarAge,State
9952,Toyota,2014.0,RAV4,SUV,USED,Automatic,Front,Unleaded,7.4,123000.0,4,SUV,4,5,17900.0,2.0,10,QLD
9953,Holden,2012.0,Commodore,Ute / Tray,USED,Manual,Rear,Unleaded,12.3,122644.0,8,Ute / Tray,2,2,39990.0,6.0,12,QLD
9954,Lexus,2021.0,ES250,Sedan,USED,Automatic,Front,Premium,6.6,15477.0,4,Sedan,4,5,54990.0,2.5,3,QLD
9955,Toyota,2004.0,Corolla,Hatchback,USED,Automatic,Front,Unleaded,7.8,326000.0,4,Hatchback,5,5,6499.0,1.8,20,VIC
9956,Holden,2016.0,Colorado,Ute / Tray,USED,Automatic,4WD,Diesel,9.1,68657.0,4,Ute / Tray,4,5,38980.0,2.8,8,QLD
9957,Kia,2013.0,Rondo,Wagon,USED,Automatic,Front,Unleaded,7.9,111419.0,4,Wagon,4,7,17351.0,2.0,11,VIC
9959,Volkswagen,2021.0,Arteon,Hatchback,USED,Automatic,AWD,Premium,7.7,12012.0,4,Hatchback,5,5,58990.0,2.0,3,QLD
9960,Hyundai,2018.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.4,133019.0,4,Hatchback,4,5,22999.0,2.0,6,VIC
9961,Isuzu,2018.0,D-MAX,Ute / Tray,USED,Automatic,4WD,Diesel,7.9,193175.0,4,Ute / Tray,4,5,34990.0,3.0,6,QLD
9962,Nissan,2022.0,X-Trail,SUV,USED,Automatic,4WD,Unleaded,7.8,10844.0,4,SUV,4,5,55990.0,2.5,2,VIC
9963,Ssangyong,2020.0,Rexton,SUV,USED,Automatic,Front,Unleaded,8.4,80242.0,4,SUV,4,7,27970.0,2.0,4,VIC
9964,Hyundai,2022.0,I20,Hatchback,USED,Manual,Front,Unleaded,6.9,2275.0,4,Hatchback,5,5,45790.0,1.6,2,VIC
9965,Holden,2015.0,UTE,Ute / Tray,USED,Automatic,Rear,Unleaded,9.9,197307.0,6,Ute / Tray,2,2,18799.0,3.6,9,VIC
9966,Hyundai,2021.0,I30,Sedan,USED,Automatic,Front,Premium,8.2,10567.0,4,Sedan,4,5,50950.0,2.0,3,VIC
9967,Mitsubishi,2021.0,Pajero,SUV,USED,Automatic,4WD,Diesel,8.0,56019.0,4,SUV,4,7,51950.0,2.4,3,VIC
9968,Mitsubishi,2007.0,Lancer,Sedan,USED,Automatic,Front,Unleaded,8.2,145021.0,4,Sedan,4,5,11995.0,2.0,17,QLD
9969,MG,2022.0,ZST,Oldmac MG New,NEW,Automatic,Front,Unleaded,7.3,10.0,3,SUV,5,5,33990.0,1.3,2,QLD
9970,Ford,2020.0,Mustang,Hatchback,USED,Automatic,Rear,Unleaded,9.5,27317.0,4,Hatchback,2,4,58990.0,2.3,4,VIC
9971,Mitsubishi,2016.0,Triton,Ute / Tray,USED,Automatic,4WD,Diesel,7.6,86085.0,4,Ute / Tray,4,5,34995.0,2.4,8,QLD
9972,Audi,2021.0,A4,Sedan,USED,Automatic,Front,Premium,6.1,43883.0,4,Sedan,4,5,51888.0,2.0,3,VIC
9973,Toyota,2021.0,RAV4,SUV,USED,Automatic,Front,Unleaded,6.5,41873.0,4,SUV,5,5,40990.0,2.0,3,VIC
9975,Nissan,2015.0,Pathfinder,SUV,USED,Automatic,4WD,Premium,10.2,109798.0,6,SUV,4,7,26888.0,3.5,9,VIC
9976,Mercedes-Benz,2012.0,C180,Coupe,USED,Automatic,Rear,Premium,7.3,104000.0,4,Coupe,2,4,16990.0,1.8,12,QLD
9977,Mazda,2010.0,3,Sedan,USED,Automatic,Front,Unleaded,8.2,146000.0,4,Sedan,4,5,9999.0,2.0,14,QLD
9978,Toyota,2012.0,RAV4,SUV,USED,Manual,Front,Unleaded,9.1,106825.0,4,SUV,4,5,16990.0,2.4,12,QLD
9979,Toyota,2014.0,Corolla,Hatchback,USED,Manual,Front,Unleaded,7.1,87336.0,4,Hatchback,5,5,16888.0,1.8,10,QLD
9980,Volkswagen,2019.0,Tiguan,SUV,USED,Automatic,AWD,Premium,7.5,44582.0,4,SUV,4,5,37895.0,2.0,5,QLD
9981,Mitsubishi,2020.0,ASX,SUV,USED,Automatic,Front,Unleaded,7.6,50433.0,4,SUV,4,5,28990.0,2.0,4,VIC
9982,Hyundai,2019.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.4,63396.0,4,Hatchback,4,5,23750.0,2.0,5,VIC
9984,Suzuki,2022.0,Jimny,SUV,USED,Automatic,4WD,Unleaded,6.9,23.0,4,SUV,2,4,41990.0,1.5,2,QLD
9985,Toyota,2017.0,C-HR,SUV,USED,Automatic,Front,Premium,6.4,89628.0,4,SUV,4,5,31990.0,1.2,7,VIC
9986,Hyundai,2014.0,Accent,Hatchback,USED,Manual,Front,Unleaded,6.0,164244.0,4,Hatchback,5,5,8999.0,1.6,10,VIC
9987,Nissan,2018.0,X-Trail,SUV,USED,Automatic,Front,Unleaded,7.9,86345.0,4,SUV,4,5,23980.0,2.5,6,VIC
9988,Kia,2005.0,RIO,Sedan,USED,Automatic,Front,Unleaded,6.9,194000.0,4,Sedan,4,5,5950.0,1.6,19,QLD
9989,Ford,2015.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,9.2,229445.0,5,Ute / Tray,4,5,29864.0,3.2,9,VIC
9990,Kia,2015.0,Carnival,Wagon,USED,Automatic,Front,Unleaded,11.6,75230.0,6,Wagon,4,8,38950.0,3.3,9,VIC
9991,Holden,2016.0,Colorado,Ute / Tray,USED,Automatic,4WD,Diesel,9.0,152653.0,4,Ute / Tray,4,5,37990.0,2.8,8,QLD
9992,GWM,2022.0,Haval,Springwood GWM HAVAL,NEW,Automatic,Front,Hybrid,5.0,20.0,4,SUV,4,5,41485.0,1.5,2,QLD
9993,Mercedes-Benz,2016.0,GLE350,SUV,USED,Automatic,AWD,Diesel,6.6,101869.0,6,SUV,4,5,48990.0,3.0,8,QLD
9994,MG,2019.0,ZS,SUV,USED,Automatic,Front,Unleaded,6.7,60382.0,3,SUV,4,5,19990.0,1.0,5,VIC
9995,Chrysler,2012.0,300,Sedan,USED,Automatic,Rear,Premium,9.4,165668.0,6,Sedan,4,5,21999.0,3.6,12,VIC
9996,Nissan,2015.0,Navara,Ute / Tray,USED,Automatic,Rear,Diesel,6.8,354000.0,4,Ute / Tray,4,5,16990.0,2.3,9,VIC
9997,Holden,2017.0,Commodore,Sedan,USED,Automatic,Rear,Premium,11.5,84855.0,8,Sedan,4,5,51990.0,6.2,7,VIC
9998,Audi,2016.0,Q3,SUV,USED,Automatic,Front,Premium,5.9,115482.0,4,SUV,4,5,19995.0,1.4,8,QLD
9999,MG,2021.0,HS,SUV,USED,Automatic,Front,Unleaded,7.3,18975.0,4,SUV,4,5,24498.0,1.5,3,QLD
10000,Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.8,105489.0,5,Ute / Tray,4,5,42990.0,3.2,6,VIC
10001,Hyundai,2016.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.1,35845.0,4,Hatchback,5,5,20850.0,1.8,8,QLD
10002,Subaru,2012.0,Liberty,Sedan,USED,Automatic,AWD,Premium,8.4,151058.0,4,Sedan,4,5,14990.0,2.5,12,QLD
10003,Kia,2012.0,Cerato,Hatchback,USED,Manual,Front,Unleaded,7.5,146495.0,4,Hatchback,5,5,10995.0,2.0,12,QLD
10005,LDV,2019.0,T60,Ute / Tray,USED,Automatic,4WD,Diesel,9.6,22781.0,4,Ute / Tray,4,5,32888.0,2.8,5,VIC
10006,Holden,2019.0,Calais,Wagon,USED,Automatic,AWD,Premium,9.1,113178.0,6,Wagon,4,5,26868.0,3.6,5,VIC
10009,Mitsubishi,2023.0,Triton,Werribee Mitsubishi New,NEW,Automatic,4WD,Diesel,8.6,38.0,4,Ute / Tray,4,5,57490.0,2.4,1,VIC
10010,Ford,2021.0,Puma,SUV,USED,Automatic,Front,Premium,5.3,21116.0,3,SUV,5,5,28998.0,1.0,3,QLD
10011,GWM,2023.0,UTE,Hillcrest GWM HAVAL,DEMO,Automatic,4WD,Diesel,9.4,674.0,4,Ute / Tray,4,5,40988.0,2.0,1,QLD
10012,Hyundai,2021.0,Santa,SUV,USED,Automatic,AWD,Diesel,6.1,24007.0,4,SUV,4,7,47999.0,2.2,3,QLD
10013,Mahindra,2022.0,PIK-UP,Toowoomba Mahindra,DEMO,Automatic,4WD,Diesel,0.0,5.0,4,Ute / Tray,4,5,38290.0,2.2,2,QLD
10014,Audi,2015.0,TT,Coupe,USED,Automatic,AWD,Premium,6.8,88459.0,4,Coupe,2,4,50985.0,2.0,9,QLD
10015,Mazda,2012.0,3,Sedan,USED,Automatic,Front,Unleaded,6.1,193687.0,4,Sedan,4,5,10990.0,2.0,12,QLD
10018,Hyundai,2009.0,I30,Wagon,USED,Manual,Front,Unleaded,7.7,255090.0,4,Wagon,4,5,2999.0,2.0,15,QLD
10020,Hyundai,2019.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.4,38369.0,4,Hatchback,4,5,24977.0,2.0,5,VIC
10021,Jeep,2013.0,Grand,SUV,USED,Automatic,AWD,Premium,11.0,227525.0,6,SUV,4,5,14990.0,3.6,11,QLD
10022,MG,2022.0,ZS,SUV,USED,Automatic,Front,Unleaded,7.1,16148.0,4,SUV,4,5,25990.0,1.5,2,VIC
10023,Hyundai,2020.0,Santa,SUV,USED,Automatic,AWD,Diesel,7.5,85131.0,4,SUV,4,7,39998.0,2.2,4,QLD
10025,Audi,2023.0,Q5,AUDI MORNINGTON,DEMO,Automatic,AWD,Hybrid,8.0,2650.0,4,SUV,4,5,89990.0,2.0,1,VIC
10026,Mitsubishi,2019.0,ASX,SUV,USED,Automatic,Front,Unleaded,7.6,71297.0,4,SUV,4,5,25880.0,2.0,5,VIC
10027,Mercedes-Benz,2017.0,GLC250,SUV,USED,Automatic,AWD,Premium,7.4,61561.0,4,SUV,4,5,59870.0,2.0,7,VIC
10028,Ford,2021.0,Puma,SUV,USED,Automatic,Front,Premium,5.3,31872.0,3,SUV,5,5,27998.0,1.0,3,QLD
10029,Mazda,2018.0,CX-5,SUV,USED,Automatic,AWD,Unleaded,7.5,35351.0,4,SUV,4,5,36400.0,2.5,6,QLD
10030,Ford,2017.0,Mondeo,Wagon,USED,Automatic,Front,Diesel,5.3,145449.0,4,Wagon,4,5,17990.0,2.0,7,QLD
10031,Honda,2017.0,HR-V,SUV,USED,Automatic,Front,Unleaded,6.6,96119.0,4,SUV,4,5,20990.0,1.8,7,QLD
10032,Ford,2001.0,Courier,Ute / Tray,USED,Manual,Rear,Unleaded,13.0,180818.0,4,Ute / Tray,2,4,7799.0,2.6,23,VIC
10034,Holden,2011.0,Captiva,SUV,USED,Automatic,AWD,Diesel,8.3,189101.0,4,SUV,4,7,8850.0,2.2,13,QLD
10035,Hyundai,2014.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.1,28771.0,4,Hatchback,5,5,22990.0,1.8,10,VIC
10036,Hyundai,2020.0,Kona,SUV,USED,Automatic,Front,Unleaded,6.2,52937.0,4,SUV,4,5,26990.0,2.0,4,QLD
10037,BMW,2017.0,X3,SUV,USED,Automatic,4WD,Diesel,5.2,67578.0,4,SUV,4,5,34382.0,2.0,7,QLD
10038,Mitsubishi,2009.0,Outlander,SUV,USED,Automatic,4WD,Unleaded,9.3,147589.0,4,SUV,4,5,13990.0,2.4,15,QLD
10039,Nissan,2015.0,Pulsar,Hatchback,USED,Manual,Front,Premium,7.7,83575.0,4,Hatchback,5,5,14990.0,1.6,9,VIC
10040,Toyota,2018.0,Corolla,Hatchback,USED,Automatic,Front,Hybrid,4.2,83667.0,4,Hatchback,5,5,31990.0,1.8,6,QLD
10041,BMW,2020.0,X3,SUV,USED,Automatic,Rear,Unleaded,7.4,65821.0,4,SUV,4,5,63990.0,2.0,4,VIC
10042,Mitsubishi,2015.0,Triton,Ute / Tray,USED,Automatic,4WD,Diesel,7.6,164857.0,4,Ute / Tray,4,5,27990.0,2.4,9,QLD
10043,Mitsubishi,2019.0,Triton,Ute / Tray,USED,Automatic,4WD,Diesel,7.6,51009.0,4,Ute / Tray,4,5,39990.0,2.4,5,QLD
10044,Hyundai,2019.0,Kona,SUV,USED,Automatic,Front,Unleaded,7.2,84161.0,4,SUV,4,5,22980.0,2.0,5,QLD
10045,BMW,2020.0,X1,SUV,USED,Automatic,Front,Premium,6.1,27559.0,4,SUV,4,5,48990.0,2.0,4,QLD
10046,Kia,2010.0,Cerato,Sedan,USED,Automatic,Front,Unleaded,7.9,274000.0,4,Sedan,4,5,9990.0,2.0,14,QLD
10047,Citroen,2017.0,Berlingo,Commercial,USED,Automatic,Front,Diesel,4.1,78880.0,4,Commercial,2,2,24980.0,1.6,7,QLD
10048,Toyota,2010.0,Yaris,Hatchback,USED,Automatic,Front,Unleaded,6.7,220102.0,4,Hatchback,5,5,8990.0,1.5,14,VIC
10049,Toyota,1996.0,Corolla,Sedan,USED,Automatic,Front,Unleaded,8.5,159657.0,4,Sedan,4,5,8888.0,1.6,28,QLD
10051,Lexus,2020.0,RX450HL,SUV,USED,Automatic,AWD,Hybrid,6.0,24884.0,6,SUV,4,7,99880.0,3.5,4,VIC
10052,Holden,2011.0,Commodore,Wagon,USED,Automatic,Rear,Unleaded,8.9,318254.0,6,Wagon,4,5,9995.0,3.0,13,QLD
10053,Mitsubishi,2019.0,ASX,SUV,USED,Automatic,Front,Unleaded,7.6,72795.0,4,SUV,4,5,25950.0,2.0,5,VIC
10054,Mitsubishi,2010.0,Triton,Ute / Tray,USED,Automatic,Rear,Diesel,9.1,249125.0,4,Ute / Tray,4,5,12990.0,2.5,14,QLD
10056,Volkswagen,2012.0,Golf,Hatchback,USED,Automatic,Front,Premium,7.6,199749.0,4,Hatchback,5,5,17499.0,2.0,12,VIC
10057,Kia,2020.0,Cerato,Sedan,USED,Automatic,Front,Unleaded,6.8,28668.0,4,Sedan,4,5,33990.0,1.6,4,VIC
10058,Toyota,2014.0,Kluger,SUV,USED,Automatic,Front,Unleaded,10.2,256861.0,6,SUV,4,7,19995.0,3.5,10,QLD
10059,Honda,2014.0,Civic,Hatchback,USED,Manual,Front,Premium,6.1,65318.0,4,Hatchback,5,5,16999.0,1.8,10,QLD
10061,Ford,2010.0,Territory,SUV,USED,Automatic,AWD,Unleaded,12.2,266280.0,6,SUV,4,7,10499.0,4.0,14,VIC
10062,Toyota,2011.0,Kluger,SUV,USED,Automatic,Front,Unleaded,11.0,152819.0,6,SUV,4,7,19990.0,3.5,13,QLD
10063,Mitsubishi,2016.0,Triton,Ute / Tray,USED,Automatic,Rear,Diesel,7.3,128871.0,4,Ute / Tray,2,2,24980.0,2.4,8,QLD
10064,Mazda,2020.0,CX-5,SUV,USED,Automatic,AWD,Unleaded,7.5,58529.0,4,SUV,4,5,37980.0,2.5,4,VIC
10065,Kia,2021.0,Stonic,SUV,USED,Automatic,Front,Unleaded,6.7,48862.0,4,SUV,4,5,24410.0,1.4,3,QLD
10066,Volkswagen,2021.0,T-Cross,SUV,USED,Automatic,Front,Premium,5.4,25123.0,3,SUV,4,5,29850.0,1.0,3,QLD
10067,Hyundai,2021.0,I30,Hatchback,USED,Automatic,Front,Unleaded,7.4,23089.0,4,Hatchback,4,5,28990.0,2.0,3,QLD
10068,Holden,2017.0,Colorado,Ute / Tray,USED,Automatic,4WD,Diesel,9.1,227000.0,4,Ute / Tray,4,5,34999.0,2.8,7,VIC
10069,Hyundai,2012.0,Elantra,Sedan,USED,Automatic,Front,Unleaded,7.1,53850.0,4,Sedan,4,5,14990.0,1.8,12,QLD
10070,Holden,2017.0,Colorado,Ute / Tray,USED,Automatic,Rear,Diesel,8.8,264054.0,4,Ute / Tray,4,5,19999.0,2.8,7,VIC
10071,Nissan,2018.0,Qashqai,SUV,USED,Automatic,Front,Unleaded,6.9,37638.0,4,SUV,4,5,26880.0,2.0,6,VIC
10072,Toyota,2020.0,Corolla,Hatchback,USED,Automatic,Front,Hybrid,4.2,46085.0,4,Hatchback,5,5,33880.0,1.8,4,VIC
10073,Audi,2017.0,S5,Coupe,USED,Automatic,AWD,Premium,7.6,66657.0,6,Coupe,2,4,57800.0,3.0,7,QLD
10075,Mitsubishi,2019.0,Triton,Ute / Tray,USED,Automatic,4WD,Diesel,7.6,90904.0,4,Ute / Tray,4,5,42990.0,2.4,5,VIC
10076,Lexus,2021.0,UX200,SUV,USED,Automatic,Front,Unleaded,5.8,30865.0,4,SUV,4,5,49780.0,2.0,3,VIC
10077,Renault,2021.0,Koleos,SUV,USED,Automatic,Front,Unleaded,8.1,25366.0,4,SUV,4,5,31890.0,2.5,3,VIC
10078,Mazda,2018.0,CX-3,SUV,USED,Automatic,Front,Unleaded,6.1,99862.0,4,SUV,4,5,23880.0,2.0,6,VIC
10079,BMW,2018.0,M2,Coupe,USED,Manual,Rear,Premium,9.9,26000.0,6,Coupe,2,4,84999.0,3.0,6,QLD
10080,Toyota,2019.0,RAV4,SUV,USED,Automatic,Front,Unleaded,6.5,52843.0,4,SUV,5,5,38888.0,2.0,5,VIC
10081,Jeep,2023.0,Compass,City Jeep New Cars,NEW,Automatic,4WD,Unleaded,9.7,30.0,4,SUV,4,5,57888.0,2.4,1,VIC
10082,Toyota,1999.0,Hilux,Ute / Tray,USED,Manual,4WD,Diesel,0.0,299986.0,4,Ute / Tray,4,5,14999.0,3.0,25,QLD
10083,Kia,2020.0,Cerato,Sedan,USED,Automatic,Front,Unleaded,7.4,47908.0,4,Sedan,4,5,26868.0,2.0,4,VIC
10084,Holden,2004.0,Commodore,Sedan,USED,Automatic,Rear,Unleaded,11.0,242058.0,6,Sedan,4,5,8499.0,3.8,20,VIC
10085,Ford,2020.0,Everest,SUV,USED,Automatic,Rear,Diesel,6.9,49667.0,5,SUV,4,5,47888.0,3.2,4,VIC
10086,Mitsubishi,2012.0,Outlander,SUV,USED,Automatic,4WD,Unleaded,9.5,211382.0,4,SUV,4,5,13990.0,2.4,12,QLD
10087,Toyota,2015.0,Yaris,Hatchback,USED,Automatic,Front,Unleaded,6.3,98715.0,4,Hatchback,5,5,18990.0,1.5,9,VIC
10089,Subaru,2016.0,XV,SUV,USED,Automatic,AWD,Unleaded,7.1,212083.0,4,SUV,4,5,17999.0,2.0,8,VIC
10090,Nissan,2021.0,X-Trail,SUV,USED,Automatic,Front,Unleaded,7.9,20218.0,4,SUV,4,5,36990.0,2.5,3,VIC
10091,Audi,2014.0,A4,Sedan,USED,Automatic,AWD,Premium,7.0,101000.0,4,Sedan,4,5,20888.0,2.0,10,VIC
10092,Ford,2019.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.9,85431.0,5,Ute / Tray,4,5,49990.0,3.2,5,VIC
10093,Kia,2021.0,Cerato,Sedan,USED,Automatic,Front,Unleaded,6.8,41552.0,4,Sedan,4,5,38990.0,1.6,3,VIC
10094,Toyota,2021.0,Camry,Sedan,USED,Automatic,Front,Hybrid,4.2,38000.0,4,Sedan,4,5,59970.0,2.5,3,VIC
10095,Toyota,2005.0,Corolla,Hatchback,USED,Automatic,Front,Unleaded,7.8,232123.0,4,Hatchback,5,5,7999.0,1.8,19,VIC
10096,Jeep,2008.0,Compass,SUV,USED,Manual,4WD,Unleaded,8.7,129807.0,4,SUV,4,5,9499.0,2.4,16,VIC
10097,Ford,2018.0,Escape,SUV,USED,Automatic,Front,Premium,7.2,94200.0,4,SUV,4,5,22888.0,1.5,6,VIC
10098,Toyota,2021.0,Yaris,SUV,USED,Automatic,AWD,Hybrid,4.0,9925.0,3,SUV,4,5,41888.0,1.5,3,VIC
10099,Isuzu,2016.0,D-MAX,Ute / Tray,USED,Manual,4WD,Diesel,8.2,155824.0,4,Ute / Tray,2,4,37980.0,3.0,8,QLD
10100,Toyota,2021.0,RAV4,SUV,USED,Automatic,Front,Hybrid,4.7,35430.0,4,SUV,5,5,52992.0,2.5,3,QLD
10101,Holden,2007.0,Astra,Convertible,USED,Automatic,Front,Unleaded,9.7,175600.0,4,Convertible,2,4,8800.0,2.2,17,VIC
10102,GWM,2022.0,Haval,Springwood GWM HAVAL,DEMO,Automatic,Front,Hybrid,5.0,10.0,4,SUV,4,5,37881.0,1.5,2,QLD
10103,Hyundai,2020.0,Kona,SUV,USED,Automatic,Front,Unleaded,7.2,54124.0,4,SUV,4,5,26990.0,2.0,4,QLD
10104,Holden,2009.0,Commodore,Wagon,USED,Automatic,Rear,Unleaded,10.7,285000.0,6,Wagon,4,5,9499.0,3.6,15,VIC
10105,Volkswagen,2020.0,Tiguan,SUV,USED,Automatic,AWD,Premium,8.1,38256.0,4,SUV,4,5,48563.0,2.0,4,VIC
10106,LDV,2021.0,T60,Ute / Tray,USED,Automatic,4WD,Diesel,8.5,6461.0,4,Ute / Tray,4,5,34990.0,2.8,3,QLD
10108,Holden,2017.0,Colorado,Ute / Tray,USED,Automatic,4WD,Diesel,9.1,139585.0,4,Ute / Tray,2,2,32995.0,2.8,7,QLD
10109,Hyundai,2022.0,Kona,SUV,USED,Automatic,Front,Premium,9.0,7411.0,4,SUV,4,5,55998.0,2.0,2,VIC
10110,Subaru,2011.0,Forester,SUV,USED,Automatic,AWD,Unleaded,9.3,148000.0,4,SUV,4,5,11800.0,2.5,13,QLD
10111,Subaru,2012.0,Impreza,Hatchback,USED,Automatic,AWD,Unleaded,6.8,120316.0,4,Hatchback,5,5,17990.0,2.0,12,QLD
10112,Nissan,2022.0,X-Trail,SUV,USED,Automatic,4WD,Unleaded,7.8,4894.0,4,SUV,4,7,51990.0,2.5,2,VIC
10114,Ford,2017.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.7,134586.0,5,Ute / Tray,4,4,37990.0,3.2,7,VIC
10116,Ford,2010.0,Falcon,Sedan,USED,Automatic,Rear,Unleaded,10.1,178889.0,6,Sedan,4,5,8999.0,4.0,14,VIC
10117,Toyota,2020.0,RAV4,SUV,USED,Automatic,Front,Unleaded,6.5,40395.0,4,SUV,5,5,44970.0,2.0,4,VIC
10118,Volkswagen,2021.0,Tiguan,SUV,USED,Automatic,AWD,Premium,8.5,44120.0,4,SUV,4,5,58990.0,2.0,3,VIC
10119,Kia,2020.0,Cerato,Sedan,USED,Automatic,Front,Unleaded,7.4,52898.0,4,Sedan,4,5,25490.0,2.0,4,VIC
10120,Peugeot,2005.0,407,Sedan,USED,Manual,Front,Premium,12.9,162170.0,4,Sedan,4,5,7990.0,2.2,19,QLD
10121,Ford,2003.0,Falcon,Sedan,USED,Automatic,Rear,Unleaded,11.5,112694.0,6,Sedan,4,5,7499.0,4.0,21,VIC
10122,Mitsubishi,2018.0,Triton,Ute / Tray,USED,Automatic,Rear,Diesel,7.3,85274.0,4,Ute / Tray,2,2,30850.0,2.4,6,VIC
10123,Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,4WD,Diesel,8.7,89111.0,5,Ute / Tray,4,4,45498.0,3.2,6,QLD
10124,Kia,2020.0,Cerato,Sedan,USED,Automatic,Front,Unleaded,7.4,52844.0,4,Sedan,4,5,25490.0,2.0,4,VIC
10125,Mitsubishi,2017.0,Outlander,SUV,USED,Automatic,Front,Unleaded,6.6,14171.0,4,SUV,4,7,30950.0,2.0,7,VIC
10126,Toyota,2018.0,RAV4,SUV,USED,Automatic,Front,Unleaded,7.0,51022.0,4,SUV,4,5,34480.0,2.0,6,VIC
10127,Hyundai,2017.0,Tucson,SUV,USED,Automatic,AWD,Diesel,6.8,89564.0,4,SUV,4,5,27888.0,2.0,7,VIC
10128,Kia,2022.0,Cerato,Hatchback,USED,Automatic,Front,Unleaded,7.4,12421.0,4,Hatchback,5,5,29990.0,2.0,2,VIC
10129,Kia,2020.0,Cerato,Sedan,USED,Automatic,Front,Unleaded,7.4,51232.0,4,Sedan,4,5,25490.0,2.0,4,VIC
10130,Mitsubishi,2019.0,ASX,SUV,USED,Automatic,Front,Unleaded,7.6,72887.0,4,SUV,4,5,23499.0,2.0,5,QLD
10131,Nissan,2019.0,Qashqai,SUV,USED,Automatic,Front,Unleaded,6.9,41828.0,4,SUV,4,5,33950.0,2.0,5,QLD
10132,Honda,2013.0,CR-V,SUV,USED,Automatic,4WD,Unleaded,8.7,126861.0,4,SUV,4,5,18881.0,2.4,11,QLD
10133,Audi,2021.0,Q5,SUV,USED,Automatic,AWD,Hybrid,8.0,37605.0,4,SUV,4,5,73990.0,2.0,3,VIC
10134,Holden,2016.0,Colorado,Ute / Tray,USED,Automatic,4WD,Diesel,9.0,116468.0,4,Ute / Tray,4,5,33990.0,2.8,8,QLD
10135,Nissan,2014.0,X-Trail,SUV,USED,Automatic,Front,Unleaded,7.9,93689.0,4,SUV,4,5,21990.0,2.5,10,QLD
10136,Peugeot,2013.0,2008,SUV,USED,Manual,Front,Premium,5.9,69042.0,4,SUV,4,5,14990.0,1.6,11,VIC
10137,Toyota,2007.0,Corolla,Hatchback,USED,Manual,Front,Unleaded,7.4,154427.0,4,Hatchback,5,5,9499.0,1.8,17,VIC
10138,Audi,2017.0,Q5,SUV,USED,Automatic,AWD,Diesel,6.0,116997.0,4,SUV,4,5,37990.0,2.0,7,QLD
10139,Ford,2011.0,Territory,SUV,USED,Automatic,AWD,Diesel,8.8,105993.0,6,SUV,4,5,17990.0,2.7,13,QLD
10140,Volkswagen,2018.0,Amarok,Ute / Tray,USED,Automatic,4WD,Diesel,9.0,123148.0,6,Ute / Tray,4,5,39900.0,3.0,6,QLD
10141,Hyundai,2019.0,Sonata,Sedan,USED,Automatic,Front,Unleaded,8.3,125697.0,4,Sedan,4,5,19498.0,2.4,5,QLD
10142,Hyundai,2023.0,I30,Westpoint Autos Hyundai New Cars,NEW,Automatic,Front,Premium,8.2,20.0,4,Sedan,4,5,54573.0,2.0,1,QLD
10144,Kia,2021.0,Cerato,Hatchback,USED,Automatic,Front,Unleaded,7.4,13424.0,4,Hatchback,5,5,29990.0,2.0,3,VIC
10145,BMW,2021.0,118I,Hatchback,USED,Automatic,Front,Premium,5.9,9090.0,3,Hatchback,5,5,48995.0,1.5,3,VIC
10146,Lexus,2019.0,NX300H,SUV,USED,Automatic,AWD,Hybrid,5.7,36019.0,4,SUV,4,5,56880.0,2.5,5,VIC
10148,Honda,2015.0,Jazz,Hatchback,USED,Automatic,Front,Unleaded,5.8,36500.0,4,Hatchback,5,5,19990.0,1.5,9,VIC
10149,Mitsubishi,2012.0,Triton,Ute / Tray,USED,Automatic,Rear,Diesel,9.1,183512.0,4,Ute / Tray,2,3,16995.0,2.5,12,QLD
10150,Nissan,2012.0,Navara,Ute / Tray,USED,Manual,4WD,Diesel,9.8,264835.0,4,Ute / Tray,4,5,13999.0,2.5,12,VIC
10151,Isuzu,2019.0,D-MAX,Ute / Tray,USED,Automatic,Rear,Diesel,7.5,94559.0,4,Ute / Tray,2,4,35970.0,3.0,5,VIC
10152,Mitsubishi,2013.0,ASX,SUV,USED,Automatic,Front,Unleaded,7.9,184515.0,4,SUV,4,5,13999.0,2.0,11,VIC
10153,Mitsubishi,2021.0,Pajero,SUV,USED,Automatic,4WD,Diesel,8.0,35604.0,4,SUV,4,7,54990.0,2.4,3,QLD
10154,Nissan,2022.0,Patrol,SUV,USED,Automatic,4WD,Premium,14.4,17194.0,8,SUV,4,7,109990.0,5.6,2,VIC
10155,Kia,2018.0,Sportage,SUV,USED,Automatic,AWD,Diesel,6.4,147446.0,4,SUV,4,5,23998.0,2.0,6,QLD
10157,Audi,2013.0,SQ5,SUV,USED,Automatic,AWD,Diesel,6.8,94683.0,6,SUV,5,5,31538.0,3.0,11,QLD
